InvoiceNo,CustomerID,OrderDate,Revenue,OrderMonth,FirstOrder,IsNew
540350,18283,2011-01-06 14:14:00,108.45,2011-01-01,2011-01-06 14:14:00,True
540351,12735,2011-01-06 14:26:00,319.77,2011-01-01,2011-01-06 14:26:00,True
540353,13764,2011-01-06 14:53:00,499.89,2011-01-01,2011-01-06 14:53:00,True
540354,13576,2011-01-06 14:58:00,623.6800000000001,2011-01-01,2010-12-01 17:24:00,False
540357,13093,2011-01-06 15:14:00,1374.46,2011-01-01,2010-12-01 15:00:00,False
540358,13599,2011-01-06 15:25:00,369.14,2011-01-01,2010-12-08 10:11:00,False
540359,18041,2011-01-06 15:29:00,377.7,2011-01-01,2010-12-02 11:21:00,False
540361,13408,2011-01-06 15:41:00,304.2,2011-01-01,2010-12-01 10:39:00,False
540362,13656,2011-01-06 15:42:00,162.70000000000002,2011-01-01,2011-01-06 15:42:00,True
540363,12971,2011-01-06 15:54:00,185.1,2011-01-01,2010-12-02 16:42:00,False
540364,14505,2011-01-06 16:03:00,317.06,2011-01-01,2010-12-12 16:14:00,False
540365,12413,2011-01-06 16:12:00,479.25,2011-01-01,2011-01-06 16:12:00,True
540370,13094,2011-01-06 16:25:00,76.32000000000001,2011-01-01,2010-12-06 10:34:00,False
540371,14312,2011-01-06 16:35:00,309.55,2011-01-01,2011-01-06 16:35:00,True
540372,13081,2011-01-06 16:41:00,3527.64,2011-01-01,2010-12-03 17:20:00,False
540373,13280,2011-01-06 17:10:00,307.35,2011-01-01,2011-01-06 17:10:00,True
540374,15845,2011-01-06 17:19:00,303.36,2011-01-01,2011-01-06 17:19:00,True
540383,16422,2011-01-06 17:47:00,406.77000000000004,2011-01-01,2010-12-05 15:35:00,False
540387,16306,2011-01-06 17:58:00,175.15,2011-01-01,2010-12-07 15:18:00,False
540395,14702,2011-01-06 18:24:00,237.65,2011-01-01,2010-12-09 19:23:00,False
540396,14031,2011-01-06 18:33:00,969.24,2011-01-01,2010-12-02 16:34:00,False
540397,13187,2011-01-06 18:57:00,236.02,2011-01-01,2011-01-06 18:57:00,True
540399,14047,2011-01-07 09:23:00,9.3,2011-01-01,2010-12-02 10:09:00,False
540401,16013,2011-01-07 09:31:00,797.5999999999999,2011-01-01,2010-12-03 13:09:00,False
540402,16567,2011-01-07 09:31:00,557.5600000000001,2011-01-01,2011-01-07 09:31:00,True
540404,12947,2011-01-07 09:40:00,301.66,2011-01-01,2010-12-01 16:21:00,False
540405,14828,2011-01-07 09:50:00,582.0,2011-01-01,2011-01-07 09:50:00,True
540406,13798,2011-01-07 09:53:00,495.0,2011-01-01,2010-12-02 17:24:00,False
540407,16839,2011-01-07 09:55:00,427.47,2011-01-01,2010-12-05 11:15:00,False
540408,16013,2011-01-07 09:55:00,637.5,2011-01-01,2010-12-03 13:09:00,False
540409,16019,2011-01-07 10:00:00,504.25,2011-01-01,2010-12-10 12:29:00,False
540410,12530,2011-01-07 10:04:00,387.40000000000003,2011-01-01,2011-01-07 10:04:00,True
540411,16551,2011-01-07 10:24:00,311.07,2011-01-01,2011-01-07 10:24:00,True
540412,13842,2011-01-07 10:27:00,303.0,2011-01-01,2010-12-08 10:39:00,False
540413,15194,2011-01-07 10:29:00,331.55,2011-01-01,2010-12-06 15:00:00,False
540414,12481,2011-01-07 10:32:00,603.09,2011-01-01,2010-12-09 10:13:00,False
540415,16889,2011-01-07 10:47:00,523.05,2011-01-01,2011-01-07 10:47:00,True
540416,16473,2011-01-07 10:55:00,149.41,2011-01-01,2011-01-07 10:55:00,True
540420,12829,2011-01-07 11:13:00,207.25,2011-01-01,2010-12-14 14:54:00,False
540452,13750,2011-01-07 11:49:00,325.44,2011-01-01,2011-01-07 11:49:00,True
540453,13426,2011-01-07 11:54:00,302.45,2011-01-01,2010-12-15 12:43:00,False
540454,16191,2011-01-07 11:57:00,368.52,2011-01-01,2010-12-14 12:38:00,False
540455,12583,2011-01-07 12:07:00,730.16,2011-01-01,2010-12-01 08:45:00,False
540456,13534,2011-01-07 12:14:00,188.0,2011-01-01,2010-12-16 15:23:00,False
540457,14217,2011-01-07 12:26:00,102.5,2011-01-01,2010-12-08 13:28:00,False
540458,12501,2011-01-07 12:28:00,2169.39,2011-01-01,2011-01-07 12:28:00,True
540459,16191,2011-01-07 12:35:00,479.1,2011-01-01,2010-12-14 12:38:00,False
540460,15607,2011-01-07 12:44:00,104.76,2011-01-01,2011-01-07 12:44:00,True
540461,15139,2011-01-07 12:44:00,122.10000000000001,2011-01-01,2011-01-07 12:44:00,True
540462,16779,2011-01-07 12:45:00,434.95000000000005,2011-01-01,2010-12-08 09:56:00,False
540463,12489,2011-01-07 13:13:00,334.93,2011-01-01,2011-01-07 13:13:00,True
540464,14298,2011-01-07 13:17:00,1429.9,2011-01-01,2010-12-14 12:59:00,False
540465,17707,2011-01-07 13:30:00,83.7,2011-01-01,2011-01-07 13:30:00,True
540466,15649,2011-01-07 13:34:00,306.0,2011-01-01,2010-12-07 10:06:00,False
540467,18198,2011-01-07 13:39:00,300.54,2011-01-01,2011-01-07 13:39:00,True
540469,12484,2011-01-07 14:04:00,1138.67,2011-01-01,2011-01-07 14:04:00,True
540471,15601,2011-01-07 14:21:00,688.45,2011-01-01,2010-12-02 10:39:00,False
540472,18179,2011-01-07 14:22:00,335.8,2011-01-01,2011-01-07 14:22:00,True
540473,17284,2011-01-07 14:31:00,716.11,2011-01-01,2011-01-07 14:31:00,True
540475,15311,2011-01-07 14:43:00,141.48000000000002,2011-01-01,2010-12-01 09:41:00,False
540477,13233,2011-01-07 14:49:00,304.24,2011-01-01,2011-01-07 14:49:00,True
540478,15769,2011-01-07 14:53:00,2970.0,2011-01-01,2010-12-03 15:16:00,False
540479,14889,2011-01-07 15:19:00,135.9,2011-01-01,2011-01-07 15:19:00,True
540480,12480,2011-01-07 15:27:00,816.25,2011-01-01,2011-01-07 15:27:00,True
540481,16955,2011-01-07 15:42:00,165.88,2011-01-01,2010-12-01 13:31:00,False
540482,14672,2011-01-07 15:48:00,285.28000000000003,2011-01-01,2011-01-07 15:48:00,True
540489,13593,2011-01-07 16:32:00,559.85,2011-01-01,2011-01-07 16:32:00,True
540493,14867,2011-01-07 16:34:00,300.74,2011-01-01,2011-01-07 16:34:00,True
540496,15485,2011-01-07 17:18:00,328.54,2011-01-01,2010-12-01 13:23:00,False
540498,17243,2011-01-09 10:06:00,268.8,2011-01-01,2010-12-05 10:03:00,False
540499,16923,2011-01-09 10:21:00,365.2,2011-01-01,2010-12-12 11:06:00,False
540500,15465,2011-01-09 10:26:00,390.29999999999995,2011-01-01,2010-12-05 10:12:00,False
540501,13162,2011-01-09 10:43:00,753.26,2011-01-01,2011-01-09 10:43:00,True
540502,13183,2011-01-09 10:50:00,625.04,2011-01-01,2011-01-09 10:50:00,True
540504,13668,2011-01-09 11:02:00,208.56,2011-01-01,2010-12-12 12:35:00,False
540505,17095,2011-01-09 11:05:00,313.15,2011-01-01,2011-01-09 11:05:00,True
540506,17796,2011-01-09 11:12:00,282.25,2011-01-01,2010-12-05 12:23:00,False
540507,12939,2011-01-09 11:20:00,1933.2,2011-01-01,2011-01-09 11:20:00,True
540508,14810,2011-01-09 11:20:00,146.55,2011-01-01,2010-12-05 12:08:00,False
540509,14800,2011-01-09 11:27:00,537.99,2011-01-01,2010-12-05 11:10:00,False
540510,15611,2011-01-09 11:32:00,104.25,2011-01-01,2011-01-09 11:32:00,True
540511,14472,2011-01-09 11:34:00,334.26,2011-01-01,2010-12-19 14:03:00,False
540512,17114,2011-01-09 11:39:00,142.24,2011-01-01,2011-01-09 11:39:00,True
540513,13758,2011-01-09 11:41:00,422.4,2011-01-01,2010-12-01 12:08:00,False
540514,15708,2011-01-09 11:43:00,431.77,2011-01-01,2010-12-05 11:12:00,False
540515,15059,2011-01-09 11:54:00,182.78,2011-01-01,2011-01-09 11:54:00,True
540516,16326,2011-01-09 12:01:00,267.2,2011-01-01,2011-01-09 12:01:00,True
540517,17128,2011-01-09 12:02:00,157.09,2011-01-01,2011-01-09 12:02:00,True
540518,14761,2011-01-09 12:03:00,97.5,2011-01-01,2011-01-09 12:03:00,True
540519,12793,2011-01-09 12:12:00,413.68,2011-01-01,2010-12-03 15:14:00,False
540520,17555,2011-01-09 12:31:00,195.45,2011-01-01,2011-01-09 12:31:00,True
540521,12651,2011-01-09 12:46:00,114.0,2011-01-01,2011-01-09 12:46:00,True
540522,13102,2011-01-09 12:50:00,301.28,2011-01-01,2010-12-09 13:38:00,False
540523,13069,2011-01-09 12:51:00,340.94,2011-01-01,2010-12-05 11:02:00,False
540524,16735,2011-01-09 12:53:00,660.36,2011-01-01,2011-01-09 12:53:00,True
540525,16833,2011-01-09 13:02:00,309.48,2011-01-01,2011-01-09 13:02:00,True
540526,14606,2011-01-09 13:41:00,229.48,2011-01-01,2010-12-01 16:57:00,False
540528,17800,2011-01-09 13:50:00,136.05,2011-01-01,2011-01-09 13:50:00,True
540529,16748,2011-01-09 13:50:00,479.0,2011-01-01,2011-01-09 13:50:00,True
540530,14755,2011-01-09 14:02:00,488.46000000000004,2011-01-01,2011-01-09 14:02:00,True
540531,16549,2011-01-09 14:03:00,119.49000000000001,2011-01-01,2011-01-09 14:03:00,True
540532,14702,2011-01-09 14:11:00,221.7,2011-01-01,2010-12-09 19:23:00,False
540533,15005,2011-01-09 14:12:00,141.05,2011-01-01,2010-12-08 14:36:00,False
540534,12971,2011-01-09 14:17:00,25.2,2011-01-01,2010-12-02 16:42:00,False
540536,17757,2011-01-09 14:21:00,145.5,2011-01-01,2010-12-02 17:17:00,False
540537,13565,2011-01-09 14:28:00,110.17999999999999,2011-01-01,2011-01-09 14:28:00,True
540538,17841,2011-01-09 14:36:00,279.02,2011-01-01,2010-12-01 14:41:00,False
540539,18260,2011-01-09 14:42:00,557.07,2011-01-01,2010-12-16 18:23:00,False
540540,17218,2011-01-09 15:10:00,169.35,2011-01-01,2010-12-06 15:25:00,False
540541,15799,2011-01-09 15:13:00,320.21999999999997,2011-01-01,2011-01-09 15:13:00,True
540542,15107,2011-01-09 15:18:00,78.2,2011-01-01,2010-12-02 13:45:00,False
540543,14395,2011-01-09 15:23:00,380.68,2011-01-01,2010-12-02 18:15:00,False
540544,18032,2011-01-09 15:32:00,73.5,2011-01-01,2011-01-09 15:32:00,True
540545,13451,2011-01-09 15:35:00,401.49,2011-01-01,2011-01-09 15:35:00,True
540546,12766,2011-01-09 15:56:00,686.48,2011-01-01,2010-12-08 13:53:00,False
540547,14911,2011-01-09 16:07:00,258.0,2011-01-01,2010-12-01 14:05:00,False
540548,14794,2011-01-09 16:11:00,179.1,2011-01-01,2011-01-09 16:11:00,True
540550,12539,2011-01-10 09:11:00,1715.85,2011-01-01,2011-01-10 09:11:00,True
540552,16350,2011-01-10 09:44:00,376.7,2011-01-01,2011-01-10 09:44:00,True
540553,12500,2011-01-10 09:48:00,344.94,2011-01-01,2011-01-10 09:48:00,True
540554,18171,2011-01-10 09:55:00,240.45000000000002,2011-01-01,2011-01-10 09:55:00,True
540557,12415,2011-01-10 09:58:00,81.6,2011-01-01,2011-01-06 11:12:00,False
540561,13004,2011-01-10 10:32:00,326.78,2011-01-01,2010-12-17 08:20:00,False
540562,12524,2011-01-10 10:35:00,337.39,2011-01-01,2011-01-10 10:35:00,True
540563,15100,2011-01-10 10:35:00,175.2,2011-01-01,2010-12-01 09:09:00,False
540565,16422,2011-01-10 10:44:00,102.0,2011-01-01,2010-12-05 15:35:00,False
540566,17811,2011-01-10 10:58:00,185.97,2011-01-01,2011-01-10 10:58:00,True
540567,16850,2011-01-10 11:09:00,332.41,2011-01-01,2011-01-10 11:09:00,True
540568,15039,2011-01-10 11:22:00,646.54,2011-01-01,2010-12-06 11:26:00,False
540595,14321,2011-01-10 11:35:00,326.82,2011-01-01,2011-01-10 11:35:00,True
540604,15326,2011-01-10 11:38:00,311.71,2011-01-01,2011-01-10 11:38:00,True
540630,17849,2011-01-10 11:59:00,217.75,2011-01-01,2011-01-10 11:59:00,True
540635,14229,2011-01-10 12:03:00,456.97,2011-01-01,2011-01-10 12:03:00,True
540636,17381,2011-01-10 12:04:00,212.0,2011-01-01,2010-12-02 12:58:00,False
540639,13107,2011-01-10 12:28:00,566.84,2011-01-01,2011-01-10 12:28:00,True
540640,14527,2011-01-10 12:36:00,167.6,2011-01-01,2010-12-05 13:17:00,False
540641,16497,2011-01-10 13:20:00,279.3,2011-01-01,2011-01-10 13:20:00,True
540642,12681,2011-01-10 13:22:00,1238.06,2011-01-01,2010-12-07 10:08:00,False
540644,16303,2011-01-10 14:16:00,827.1800000000001,2011-01-01,2011-01-10 14:16:00,True
540645,14060,2011-01-10 14:20:00,402.66,2011-01-01,2010-12-02 12:11:00,False
540647,17406,2011-01-10 14:57:00,1248.32,2011-01-01,2010-12-08 10:35:00,False
540648,15061,2011-01-10 14:58:00,969.87,2011-01-01,2010-12-02 15:19:00,False
540649,15061,2011-01-10 14:59:00,404.12,2011-01-01,2010-12-02 15:19:00,False
540653,17406,2011-01-10 15:07:00,250.0,2011-01-01,2010-12-08 10:35:00,False
540662,13767,2011-01-10 15:16:00,500.48,2011-01-01,2010-12-01 10:47:00,False
540664,15044,2011-01-10 15:18:00,263.0,2011-01-01,2010-12-12 14:27:00,False
540671,17739,2011-01-10 15:35:00,322.53000000000003,2011-01-01,2010-12-14 14:26:00,False
540672,15281,2011-01-10 15:51:00,780.42,2011-01-01,2011-01-10 15:51:00,True
540680,15311,2011-01-10 16:24:00,434.03999999999996,2011-01-01,2010-12-01 09:41:00,False
540682,16112,2011-01-10 16:29:00,64.14,2011-01-01,2011-01-05 11:47:00,False
540687,15867,2011-01-10 17:18:00,237.19,2011-01-01,2010-12-05 14:17:00,False
540688,12736,2011-01-11 07:57:00,234.0,2011-01-01,2011-01-11 07:57:00,True
540689,17450,2011-01-11 08:43:00,12797.52,2011-01-01,2010-12-07 09:23:00,False
540690,13473,2011-01-11 08:45:00,241.26,2011-01-01,2011-01-11 08:45:00,True
540691,17450,2011-01-11 08:50:00,1508.6599999999999,2011-01-01,2010-12-07 09:23:00,False
540692,14320,2011-01-11 09:12:00,352.51,2011-01-01,2011-01-11 09:12:00,True
540697,16670,2011-01-11 09:20:00,369.0,2011-01-01,2010-12-16 10:30:00,False
540698,17450,2011-01-11 09:24:00,4314.0199999999995,2011-01-01,2010-12-07 09:23:00,False
540700,12393,2011-01-11 09:47:00,462.5,2011-01-01,2011-01-11 09:47:00,True
540701,15640,2011-01-11 09:48:00,602.44,2011-01-01,2010-12-02 15:40:00,False
540702,13491,2011-01-11 09:58:00,140.49,2011-01-01,2010-12-02 14:30:00,False
540703,14135,2011-01-11 09:58:00,511.46000000000004,2011-01-01,2010-12-02 10:27:00,False
540704,17742,2011-01-11 10:04:00,302.57,2011-01-01,2011-01-11 10:04:00,True
540732,16122,2011-01-11 10:19:00,144.12,2011-01-01,2010-12-08 11:41:00,False
540750,16351,2011-01-11 10:26:00,153.9,2011-01-01,2011-01-11 10:26:00,True
540753,14217,2011-01-11 10:31:00,69.7,2011-01-01,2010-12-08 13:28:00,False
540768,17428,2011-01-11 10:38:00,670.8000000000001,2011-01-01,2010-12-06 09:37:00,False
540769,12601,2011-01-11 10:38:00,144.26,2011-01-01,2011-01-11 10:38:00,True
540770,13468,2011-01-11 10:40:00,145.75,2011-01-01,2010-12-01 15:08:00,False
540777,13144,2011-01-11 11:15:00,110.95,2011-01-01,2011-01-11 11:15:00,True
540779,15346,2011-01-11 11:18:00,252.42000000000002,2011-01-01,2011-01-11 11:18:00,True
540782,15370,2011-01-11 11:32:00,184.2,2011-01-01,2011-01-11 11:32:00,True
540785,12557,2011-01-11 11:39:00,3417.1200000000003,2011-01-01,2010-12-03 12:20:00,False
540789,12643,2011-01-11 11:48:00,871.1999999999999,2011-01-01,2011-01-11 11:48:00,True
540794,16034,2011-01-11 11:54:00,153.6,2011-01-01,2011-01-11 11:54:00,True
540795,13078,2011-01-11 12:00:00,355.8,2011-01-01,2010-12-08 09:07:00,False
540797,15107,2011-01-11 12:05:00,8.5,2011-01-01,2010-12-02 13:45:00,False
540798,17365,2011-01-11 12:11:00,727.36,2011-01-01,2011-01-11 12:11:00,True
540799,17365,2011-01-11 12:12:00,15.299999999999999,2011-01-01,2011-01-11 12:11:00,False
540800,13798,2011-01-11 12:20:00,302.36,2011-01-01,2010-12-02 17:24:00,False
540801,12540,2011-01-11 12:25:00,1147.1799999999998,2011-01-01,2010-12-13 09:39:00,False
540802,15189,2011-01-11 12:29:00,418.48,2011-01-01,2011-01-11 12:29:00,True
540803,14669,2011-01-11 12:30:00,426.9,2011-01-01,2011-01-11 12:30:00,True
540809,18095,2011-01-11 12:37:00,374.75,2011-01-01,2011-01-11 12:37:00,True
540813,14669,2011-01-11 12:41:00,415.55,2011-01-01,2011-01-11 12:30:00,False
540815,15749,2011-01-11 12:55:00,15160.900000000001,2011-01-01,2011-01-11 12:55:00,True
540816,15518,2011-01-11 12:55:00,364.91,2011-01-01,2011-01-11 12:55:00,True
540817,14209,2011-01-11 12:56:00,347.95,2011-01-01,2011-01-11 12:56:00,True
540818,15749,2011-01-11 12:57:00,7837.5,2011-01-01,2011-01-11 12:55:00,False
540819,15518,2011-01-11 13:06:00,23.85,2011-01-01,2011-01-11 12:55:00,False
540822,16042,2011-01-11 13:25:00,24.95,2011-01-01,2011-01-11 13:25:00,True
540823,15569,2011-01-11 13:26:00,288.5,2011-01-01,2011-01-11 13:26:00,True
540824,12728,2011-01-11 13:31:00,252.54,2011-01-01,2011-01-11 13:31:00,True
540825,13672,2011-01-11 13:54:00,62.13,2011-01-01,2011-01-11 13:54:00,True
540826,13102,2011-01-11 14:00:00,447.28,2011-01-01,2010-12-09 13:38:00,False
540827,17569,2011-01-11 14:15:00,344.14,2011-01-01,2011-01-11 14:15:00,True
540829,13784,2011-01-11 14:38:00,113.63999999999999,2011-01-01,2011-01-11 14:38:00,True
540834,14733,2011-01-11 14:50:00,1578.31,2011-01-01,2010-12-07 11:30:00,False
540835,12724,2011-01-11 15:00:00,154.9,2011-01-01,2011-01-11 15:00:00,True
540838,13862,2011-01-11 15:13:00,425.1,2011-01-01,2011-01-11 15:13:00,True
540839,16791,2011-01-11 15:42:00,255.38,2011-01-01,2011-01-11 15:42:00,True
540840,16235,2011-01-11 15:42:00,108.67,2011-01-01,2011-01-11 15:42:00,True
540842,15602,2011-01-11 16:16:00,60.0,2011-01-01,2010-12-06 15:35:00,False
540844,12971,2011-01-11 16:24:00,71.5,2011-01-01,2010-12-02 16:42:00,False
540849,14270,2011-01-12 09:33:00,492.65000000000003,2011-01-01,2011-01-12 09:33:00,True
540851,12523,2011-01-12 09:43:00,102.95,2011-01-01,2011-01-12 09:43:00,True
540855,16353,2011-01-12 10:14:00,445.6,2011-01-01,2010-12-05 12:09:00,False
540856,16655,2011-01-12 10:16:00,812.25,2011-01-01,2011-01-12 10:16:00,True
540857,16779,2011-01-12 10:20:00,314.0,2011-01-01,2010-12-08 09:56:00,False
540858,16359,2011-01-12 10:49:00,92.4,2011-01-01,2011-01-12 10:49:00,True
540859,17965,2011-01-12 10:58:00,438.67,2011-01-01,2010-12-05 15:54:00,False
540862,15953,2011-01-12 11:18:00,202.34999999999997,2011-01-01,2010-12-05 15:15:00,False
540866,17324,2011-01-12 11:21:00,575.18,2011-01-01,2010-12-08 12:45:00,False
540900,12712,2011-01-12 11:46:00,250.65,2011-01-01,2010-12-03 14:30:00,False
540906,16701,2011-01-12 11:51:00,366.12,2011-01-01,2010-12-13 11:51:00,False
540907,13488,2011-01-12 11:52:00,1358.29,2011-01-01,2010-12-07 13:01:00,False
540908,12980,2011-01-12 11:53:00,721.9200000000001,2011-01-01,2010-12-16 11:36:00,False
540915,13267,2011-01-12 12:00:00,311.67,2011-01-01,2010-12-08 09:20:00,False
540939,15061,2011-01-12 12:10:00,2.46,2011-01-01,2010-12-02 15:19:00,False
540940,18109,2011-01-12 12:12:00,214.18,2011-01-01,2010-12-05 10:58:00,False
540943,17841,2011-01-12 12:31:00,220.33,2011-01-01,2010-12-01 14:41:00,False
540945,16554,2011-01-12 12:41:00,0.85,2011-01-01,2011-01-12 12:41:00,True
540946,12359,2011-01-12 12:43:00,547.5,2011-01-01,2011-01-12 12:43:00,True
540947,15939,2011-01-12 12:43:00,747.06,2011-01-01,2011-01-12 12:43:00,True
540951,13113,2011-01-12 13:10:00,676.5999999999999,2011-01-01,2010-12-08 13:21:00,False
540953,14587,2011-01-12 13:16:00,220.85,2011-01-01,2011-01-12 13:16:00,True
540954,14606,2011-01-12 13:19:00,174.15,2011-01-01,2010-12-01 16:57:00,False
540955,14715,2011-01-12 13:27:00,137.95,2011-01-01,2011-01-12 13:27:00,True
540957,15311,2011-01-12 13:30:00,342.46,2011-01-01,2010-12-01 09:41:00,False
540968,17338,2011-01-12 13:40:00,770.75,2011-01-01,2010-12-13 12:57:00,False
540970,14185,2011-01-12 13:52:00,197.65,2011-01-01,2011-01-12 13:52:00,True
540971,12383,2011-01-12 14:10:00,651.16,2011-01-01,2010-12-22 14:28:00,False
540972,12437,2011-01-12 14:13:00,392.7,2011-01-01,2011-01-12 14:13:00,True
540974,12971,2011-01-12 14:43:00,112.08,2011-01-01,2010-12-02 16:42:00,False
540975,14040,2011-01-12 14:57:00,289.7,2011-01-01,2011-01-12 14:57:00,True
540976,12652,2011-01-12 15:00:00,919.98,2011-01-01,2011-01-12 15:00:00,True
540979,15727,2011-01-12 15:06:00,554.75,2011-01-01,2010-12-15 15:47:00,False
540980,14514,2011-01-12 15:22:00,255.25,2011-01-01,2011-01-12 15:22:00,True
540981,12868,2011-01-12 15:25:00,287.46000000000004,2011-01-01,2010-12-01 12:50:00,False
540983,15171,2011-01-12 15:36:00,1289.5,2011-01-01,2011-01-12 15:36:00,True
540984,14167,2011-01-12 15:44:00,148.35,2011-01-01,2011-01-12 15:44:00,True
540985,17389,2011-01-12 15:48:00,105.54,2011-01-01,2011-01-12 15:48:00,True
540986,15291,2011-01-12 16:14:00,408.29,2011-01-01,2010-12-01 09:32:00,False
540990,17048,2011-01-12 16:51:00,258.41,2011-01-01,2011-01-12 16:51:00,True
540991,16525,2011-01-12 16:52:00,307.05,2011-01-01,2010-12-08 11:31:00,False
540992,17364,2011-01-12 16:57:00,436.23,2011-01-01,2011-01-12 16:57:00,True
540993,13284,2011-01-13 09:23:00,201.19,2011-01-01,2011-01-13 09:23:00,True
540994,13089,2011-01-13 09:29:00,704.59,2011-01-01,2010-12-05 10:27:00,False
540996,17068,2011-01-13 09:40:00,104.0,2011-01-01,2010-12-06 13:58:00,False
540997,17368,2011-01-13 09:55:00,130.85,2011-01-01,2011-01-06 11:57:00,False
540998,15290,2011-01-13 10:04:00,289.5,2011-01-01,2010-12-15 16:03:00,False
540999,13694,2011-01-13 10:08:00,1431.28,2011-01-01,2010-12-01 12:12:00,False
541001,16500,2011-01-13 10:28:00,165.0,2011-01-01,2011-01-13 10:28:00,True
541002,12951,2011-01-13 10:33:00,188.69,2011-01-01,2011-01-13 10:33:00,True
541003,15835,2011-01-13 10:35:00,301.11,2011-01-01,2011-01-13 10:35:00,True
541004,18190,2011-01-13 10:35:00,171.46,2011-01-01,2011-01-13 10:35:00,True
541005,16161,2011-01-13 10:39:00,200.25,2011-01-01,2010-12-06 10:03:00,False
541006,13993,2011-01-13 10:43:00,323.15000000000003,2011-01-01,2011-01-13 10:43:00,True
541008,17848,2011-01-13 10:48:00,72.26,2011-01-01,2010-12-16 18:38:00,False
541010,14114,2011-01-13 11:05:00,195.13,2011-01-01,2011-01-13 11:05:00,True
541011,15447,2011-01-13 11:26:00,155.17,2011-01-01,2011-01-13 11:26:00,True
541012,17019,2011-01-13 11:48:00,271.09,2011-01-01,2010-12-06 12:55:00,False
541013,15694,2011-01-13 11:54:00,397.79,2011-01-01,2010-12-02 07:49:00,False
541014,14085,2011-01-13 11:54:00,222.97,2011-01-01,2010-12-06 12:39:00,False
541015,16315,2011-01-13 11:57:00,226.37,2011-01-01,2011-01-13 11:57:00,True
541018,14978,2011-01-13 12:03:00,310.26,2011-01-01,2011-01-13 12:03:00,True
541021,13093,2011-01-13 12:03:00,898.5,2011-01-01,2010-12-01 15:00:00,False
541038,16395,2011-01-13 12:10:00,301.14,2011-01-01,2011-01-13 12:10:00,True
541043,15510,2011-01-13 12:10:00,250.0,2011-01-01,2011-01-13 12:10:00,True
541086,16503,2011-01-13 12:32:00,353.7,2011-01-01,2010-12-14 13:50:00,False
541087,13614,2011-01-13 12:37:00,205.75,2011-01-01,2011-01-13 12:37:00,True
541088,15513,2011-01-13 12:41:00,692.82,2011-01-01,2010-12-01 11:22:00,False
541091,16814,2011-01-13 12:53:00,342.15,2011-01-01,2010-12-05 11:45:00,False
541093,12471,2011-01-13 13:21:00,753.4499999999999,2011-01-01,2010-12-10 09:35:00,False
541094,13246,2011-01-13 13:36:00,336.07,2011-01-01,2011-01-13 13:36:00,True
541103,14215,2011-01-13 14:24:00,596.0600000000001,2011-01-01,2010-12-06 15:34:00,False
541105,16029,2011-01-13 14:34:00,660.0,2011-01-01,2010-12-01 09:57:00,False
541106,18092,2011-01-13 14:50:00,259.20000000000005,2011-01-01,2010-12-09 10:00:00,False
541107,17744,2011-01-13 14:55:00,328.92,2011-01-01,2010-12-16 14:17:00,False
541108,13199,2011-01-13 15:01:00,76.32000000000001,2011-01-01,2010-12-08 10:51:00,False
541109,15107,2011-01-13 15:10:00,14.95,2011-01-01,2010-12-02 13:45:00,False
541110,15916,2011-01-13 15:11:00,342.61,2011-01-01,2010-12-08 13:07:00,False
541111,15687,2011-01-13 15:13:00,353.5,2011-01-01,2011-01-13 15:13:00,True
541112,18085,2011-01-13 15:17:00,386.05,2011-01-01,2010-12-01 12:08:00,False
541113,16775,2011-01-13 15:18:00,174.14999999999998,2011-01-01,2010-12-07 15:15:00,False
541114,14299,2011-01-13 15:19:00,175.2,2011-01-01,2010-12-09 10:30:00,False
541115,12578,2011-01-13 15:34:00,1608.66,2011-01-01,2011-01-13 15:34:00,True
541119,16493,2011-01-14 08:16:00,127.80000000000001,2011-01-01,2011-01-14 08:16:00,True
541120,12490,2011-01-14 09:13:00,864.22,2011-01-01,2011-01-14 09:13:00,True
541121,12672,2011-01-14 09:20:00,225.89999999999998,2011-01-01,2011-01-14 09:20:00,True
541122,12708,2011-01-14 09:23:00,284.62,2011-01-01,2010-12-06 10:43:00,False
541123,13385,2011-01-14 09:52:00,534.57,2011-01-01,2011-01-14 09:52:00,True
541124,17389,2011-01-14 09:54:00,131.39999999999998,2011-01-01,2011-01-12 15:48:00,False
541125,12474,2011-01-14 10:06:00,47.5,2011-01-01,2011-01-14 10:06:00,True
541126,15626,2011-01-14 10:10:00,281.88,2011-01-01,2011-01-14 10:10:00,True
541134,15615,2011-01-14 10:20:00,643.6,2011-01-01,2010-12-15 16:21:00,False
541135,16233,2011-01-14 10:31:00,179.10000000000002,2011-01-01,2010-12-08 12:51:00,False
541136,18229,2011-01-14 10:39:00,359.9,2011-01-01,2010-12-01 16:25:00,False
541137,13777,2011-01-14 10:39:00,332.64,2011-01-01,2010-12-01 16:01:00,False
541138,12553,2011-01-14 10:42:00,700.31,2011-01-01,2011-01-14 10:42:00,True
541139,15213,2011-01-14 11:05:00,313.2,2011-01-01,2011-01-14 11:05:00,True
541149,12393,2011-01-14 11:36:00,177.00000000000003,2011-01-01,2011-01-11 09:47:00,False
541172,13854,2011-01-14 11:47:00,345.84999999999997,2011-01-01,2010-12-09 10:48:00,False
541181,12877,2011-01-14 11:50:00,100.2,2011-01-01,2010-12-16 12:23:00,False
541202,17581,2011-01-14 12:09:00,448.95,2011-01-01,2010-12-02 14:47:00,False
